14018184,Asanbay Center,Civic Centres,Civic Centres,Chui,chui,Bishkek,"Tokombayeva St., 21?, Bishkek 720000 Kyrgyzstan",https://www.facebook.com/AsanbayCenter/,9.97E+11,asanbayart@gmail.com,42.842936,74.61703
9798261,Church of the Holy Prince Vladimir,Religious SitesChurches & Cathedrals,Religious Sites Churches & Cathedrals,chui,Chui,Bishkek,"Tokombayeva, 52A/3, Bishkek 720000 Kyrgyzstan",,9.96E+11,,42.842936,74.60581
10021126,Bir-Bulak Gorge,MountainsHiking Trails,Mountains Hiking Trails,chui,Chui,Bishkek,"20 km from Bishkek, Bishkek 720000 Kyrgyzstan",http://www.tuk.kg/index.php,9.96E+11,,,
9798291,Exhibition Hall of Union of Artists,Art Galleries,Art Galleries,Chui,Chui,Bishkek,"Pushkina, 78, Bishkek 720000 Kyrgyzstan",,9.96E+11,,42.870679,74.592627
15056855,Borborduk Mosque,Points of Interest & LandmarksReligious Sites,Points of Interest & Landmarks Religious Sites,Chui,Chui,Bishkek,"Semashko St., Bishkek 720000 Kyrgyzstan",,,,,
6781770,State National Academic Drama Theater,Theaters,Theaters,Chui,Chui,Bishkek,"273, Panfilov st., Bishkek 720000 Kyrgyzstan",http://www.operaballet.lg.kg/,66-58-02,,,
7166257,Mystic Spa,Spas,Spas,Chui,Chui,Bishkek,"Pr. Chui Ave, 219 Crossing Toglokmoldo, Bishkek 720000 Kyrgyzstan",http://mysticspa.kg/,9.97E+11,mystic.spasalon@gmail.com,42.870679,74.592627
459883,Archaeological Museum,History Museums,History Museums,Chui,Chui,Bishkek,"265-a, Chuisky Prospect, Bishkek 720000 Kyrgyzstan",,,,,
10758360,Spartak Stadium,Arenas & Stadiums,Arenas & Stadiums,Chui,Chui,Bishkek,"Togolok Moldo St., 17, Bishkek 720000 Kyrgyzstan",,9.96E+11,,,
,E. Gareyev Botanical Garden,Gardens,Gardens,Chui,Chui,Bishkek,"Maksima Gorkogo, 212, Bishkek 720000 Kyrgyzstan",http://www.facebook.com/bishkekbotsad/,9.96E+11,gareev100@mail.ru,42.868602,74.592627
9798299,Kyrgyz National Museum of Fine Arts,Art Museums,Art Museums,Chui,Chui,Bishkek,"Abdrakhmanova, 196, Bishkek 720000 Kyrgyzstan",https://www.facebook.com/knmiiNationalmuseum/,9.96E+11,,42.870679,74.592627
12272464,Smile,Sports Complexes,Sports Complexes,Chui,Chui,Bishkek,"Maksim Gorkiy St., 1v/1, Bishkek 720000 Kyrgyzstan",http://www.facebook.com/sk.smile.kg/,9.97E+11,sk.smile.kg@gmail.com,,
8411431,Dordoi-Plaza,Shopping Malls,Shopping Malls,Chui,Chui,Bishkek,"Ibraimova St., 115, Bishkek 720000 Kyrgyzstan",,9.96E+11,,,
9798301,Madina,Shopping Malls,Shopping Malls,Chui,Chui,Bishkek,"Chui Ave., 4B, Bishkek 720000 Kyrgyzstan",http://www.madina.kg/,9.96E+11,,42.870679,74.614575
8818732,Mall Tashrabat,Shopping Malls,Shopping Malls,Chui,Chui,Bishkek,"Gorkogo St., 1G, Bishkek 720000 Kyrgyzstan",https://www.facebook.com/tashrabat.kg/,9.96E+11,tashrabattrk@gmail.com,42.870679,74.60704
9798300,Park Im. I. Panfilova,National Parks,National Parks,Chui,Chui,Bishkek,"Frunze, 370, Bishkek 720000 Kyrgyzstan",,9.96E+11,,42.870679,74.60536
9798268,Vefa,Shopping Malls,Shopping Malls,Chui,Chui,Bishkek,"Gorkogo St., 27/1 Lane of the Baitik Baatyra St., Bishkek 720000 Kyrgyzstan",http://www.vefacenter.kg/,9.97E+11,vefacenter@mail.ru,42.870679,74.60536
9798293,Gym-N-Roll,Sports Complexes,Sports Complexes,Chui,Chui,Bishkek,"Kurmanzhan Datka, 59, Bishkek 720000 Kyrgyzstan",http://gymnroll.kg/,9.96E+11,,42.870679,74.6232
9798273,Kalipso,Water Parks,Water Parks,Chui,Chui,Bishkek,"Mira Ave., 299, Bishkek 720000 Kyrgyzstan",,9.96E+11,,42.84398,74.592718
10077712,Flea Market,Flea & Street Markets,Flea & Street Markets,Chui,Chui,Bishkek,"Yunusaliev St. 7 - Microdistrict, Bishkek 720000 Kyrgyzstan",http://www.tuk.kg/index.php,9.96E+11,,,
8124671,Tunguch Mosque,Religious SitesChurches & Cathedrals,Religious Sites Churches & Cathedrals,Chui,Chui,Bishkek,"Gorkogo St., Bishkek 720000 Kyrgyzstan",,,,,
9798277,Grand Stone,Shopping Malls,Shopping Malls,Chui,Chui,Bishkek,"Matrosova, 6, Bishkek 720000 Kyrgyzstan",http://grandstone.kg/,9.96E+11,,42.870679,74.60704
9798297,Galeria M,Art Galleries,Art Galleries,Chui,Chui,Bishkek,"Manasa Ave., 40, Bishkek 720000 Kyrgyzstan",,9.96E+11,,42.870679,74.592627
9798288,Detskiy Mir,Shopping Malls,Shopping Malls,Chui,Chui,Bishkek,"Chui Ave., 147/4, Bishkek 720000 Kyrgyzstan",,9.96E+11,info@detmir.kg,42.870679,74.594163
9798543,Central City Mosque,Religious Sites,Religious Sites,Chui,Chui,Bishkek,"Gogolya, Bishkek 720000 Kyrgyzstan",,9.96E+11,,,
9798308,Tabylga,Shopping Malls,Shopping Malls,Chui,Chui,Bishkek,"Zhibek-Zholu Ave., 150, Bishkek 720000 Kyrgyzstan",,9.96E+11,,42.876129,74.614575
15057029,Makhmud Kashkari Mosque,Points of Interest & LandmarksReligious Sites,Points of Interest & Landmarks Religious Sites,Chui,Chui,Bishkek,"Osmonkul St., Bishkek 720000 Kyrgyzstan",,,,,
9798257,Flamingo,National Parks,National Parks,Chui,Chui,Bishkek,"Mira Ave., 303, Bishkek 720000 Kyrgyzstan",,9.96E+11,,42.84111,74.579152
9798258,Zhashtyk,Arenas & Stadiums,Arenas & Stadiums,Chui,Chui,Bishkek,"Maldybayeva, 1, Bishkek 720000 Kyrgyzstan",,9.96E+11,,42.84398,74.59484
10021223,Takyr-Tor Gorge,Geologic Formations,Geologic Formations,Chui,Chui,Bishkek,,,,,,
9798282,Chelsea,Arenas & Stadiums,Arenas & Stadiums,Chui,Chui,Bishkek,"Timiryazeva, 245A, Bishkek 720000 Kyrgyzstan",,9.97E+11,,42.870679,74.592627
10206017,Shamsi Gorge,MountainsCanyons,Mountains Canyons Geologic Formations,Chui,Chui,Bishkek,,,,,,
9798279,Katok City,Sports Complexes,Sports Complexes,Chui,chui,Bishkek,"Vinogradnaya, 1/3, Bishkek 720000 Kyrgyzstan",http://katok.kg/,9.96E+11,,42.859714,74.629325
3665610,Fuchik Park,Parks,Parks,Chui,chui,Bishkek,"1 Fuchik Street, Bishkek 720000 Kyrgyzstan",,,,42.870679,74.59064
9798278,Lokomotiv,Sports Complexes,Sports Complexes,Chui,chui,Bishkek,"Osmonova, 1, Bishkek 720000 Kyrgyzstan",,9.96E+11,,42.864556,74.55846
9798306,Home Sports Arena,Arenas & Stadiums,Arenas & Stadiums,Chui,Chui,Bishkek,"Togoloka Moldo, 17, Bishkek 720000 Kyrgyzstan",,9.96E+11,,42.870679,74.592627
9798307,Taatan,Shopping Malls,Shopping Malls,Chui,Chui,Bishkek,"Lermontova, 35, Bishkek 720000 Kyrgyzstan",,9.96E+11,,42.873704,74.63257
9798262,Zateryanny Mir,Zoos,Zoos,Chui,chui,Bishkek,"Tokombayeva, 21/4, Bishkek 720000 Kyrgyzstan",,9.96E+11,,42.842936,74.61703
9798311,Bakhodyrkhon-Toro Uulu Musakhon-Toro Mosque,Religious Sites,Religious Sites,Chui,Chui,Bishkek,"Kurenkeyeva, 137, Bishkek 720000 Kyrgyzstan",,,,42.870679,74.592627
15056787,Manas Statue,Points of Interest & LandmarksMonuments & Statues,Points of Interest & Landmarks Monuments & Statues,Chui,Chui,Bishkek,"Chuy Ave., Bishkek 720000 Kyrgyzstan",,,,,
15057330,Victory Park,Parks,Parks,Chui,chui,Bishkek,"Baitik Baatyr St., Bishkek 720000 Kyrgyzstan",,,,42.844247,74.59484
9798264,Asanbai,Arenas & Stadiums,Arenas & Stadiums,Chui,Chui,Bishkek,"Asanbai Microrayon, 43/1, Bishkek 720000 Kyrgyzstan",,9.97E+11,,42.835961,74.63145
9820700,"""Taberik"" Children?s Musical Theatre",Theaters,Theaters,Chui,chui,Bishkek,"Shakirova St., 17, Bishkek 720000 Kyrgyzstan",http://taberik.org/,9.96E+11,,42.844247,74.59484
9798287,Kyrgyz State Museum of Literature and Art,Art Galleries,Art Galleries,Chui,Chui,Bishkek,"Toktogula, 109, Bishkek 720000 Kyrgyzstan",,9.96E+11,,42.870679,74.592627
9798284,Ice Park,Sports Complexes,Sports Complexes,Chui,Chui,Bishkek,"Kiyevskaya, 148, Bishkek 720000 Kyrgyzstan",,,,42.870679,74.592627
9798283,Akun,Arenas & Stadiums,Arenas & Stadiums,Chui,Chui,Bishkek,"Den Syaopina Ave., 308, Bishkek 720000 Kyrgyzstan",,9.97E+11,,42.873399,74.535655
9798274,El Clasico,Arenas & Stadiums,Arenas & Stadiums,Chui,Chui,Bishkek,"Geologicheskiy Lane, 3/1, Bishkek 720000 Kyrgyzstan",,9.97E+11,,42.870679,74.60536
9798322,Bereket Grand,Shopping Malls,Shopping Malls,Chui,Chui,Bishkek,"Chui Ave., 204, Bishkek 720000 Kyrgyzstan",http://bereket.kg/,,,42.870679,74.59064
9798265,Dk,Shopping Malls,Shopping Malls,Chui,chui,Bishkek,"Zhetikashkayevoi, 29, Bishkek 720000 Kyrgyzstan",,9.96E+11,delemplus@mail.ru,42.835961,74.626103
10024282,The Rescue Mountain Tashtar-Ata,MountainsNature & Wildlife Areas,Mountains Nature & Wildlife Areas Geologic Formations,Chui,Chui,Bishkek,,http://www.tuk.kg/index.php,9.96E+11,,,
25063001,Teplo Bar,Bars & Clubs,Bars & Clubs,Chui,chui,Bishkek,"Toktogula 75/1, Bishkek 720000 Kyrgyzstan",https://www.facebook.com/teplobarkg/,9.97E+11,teplobarkg@gmail.com,42.870679,74.592627
9798310,Caravan,Shopping Malls,Shopping Malls,Chui,Chui,Bishkek,"Kiyevskaya, 128, Bishkek 720000 Kyrgyzstan",,9.96E+11,,42.870679,74.592627
15056734,Stella of Friendship of Nation,Points of Interest & LandmarksMonuments & Statues,Points of Interest & Landmarks Monuments & Statues,Chui,Chui,Bishkek,"Panfilov St., Bishkek 720000 Kyrgyzstan",,,,,
9798256,Detskiy Dosug,National Parks,National Parks,Chui,Chui,Bishkek,"Tokombayeva, 21/11, Bishkek 720000 Kyrgyzstan",,,tikoow@mail.ru,42.842936,74.61703
13165355,Ak Emir Bazaar,Farmers Markets,Farmers Markets,Chui,Chui,Bishkek,"Shopokov Street, Bishkek 720000 Kyrgyzstan",,9.96E+11,,,
9798294,Moto,Shopping Malls,Shopping Malls,Chui,Chui,Bishkek,"Abdrakhmanova, 170V, Bishkek 720000 Kyrgyzstan",,9.96E+11,,42.870679,74.592627
15056435,Zero Kilometer,Points of Interest & Landmarks,Points of Interest & Landmarks,Chui,Chui,Bishkek,,,,,,
9798286,Izumrud,Shopping Malls,Shopping Malls,Chui,Chui,Bishkek,"Chui Ave., 34/3, Bishkek 720000 Kyrgyzstan",,9.96E+11,,42.870679,74.614575
15056949,Alley of Heroes of World War II,Points of Interest & Landmarks,Points of Interest & Landmarks,Chui,Chui,Bishkek,,,,,,
9798312,Yiman Mosque,Religious Sites,Religious Sites,Chui,Chui,Bishkek,"Makhatmy Gandi Blvd, 175A, Bishkek 720000 Kyrgyzstan",,,,42.878544,74.592627
9798305,Kazakstan,Arenas & Stadiums,Arenas & Stadiums,Chui,Chui,Bishkek,"Zhibek-Zholu Ave., 601, Bishkek 720000 Kyrgyzstan",,9.97E+11,,42.879232,74.59064
15057809,The Mahatma Gandhi Memorial Complex,Points of Interest & LandmarksMonuments & Statues,Points of Interest & Landmarks Monuments & Statues,Chui,Chui,Bishkek,"Mahatma Gandhi St., Bishkek 720000 Kyrgyzstan",,,,,
17651089,GUM Chynar Mall,Shopping Malls,Shopping Malls,Chui,Chui,Bishkek,"Chui ave., 92, Bishkek 720000 Kyrgyzstan",http://tashbolot.kg/gum/,9.97E+11,gum@tashbolot.kg,,
9798303,Dordoimarket,Shopping Malls,Shopping Malls,Chui,Chui,Bishkek,"Yuliusa Fuchika, 3, Bishkek 720000 Kyrgyzstan",,9.96E+11,,42.876129,74.59159
9798285,Vesna,Shopping Malls,Shopping Malls,Chui,Chui,Bishkek,"Kalyka Akiyeva, 66, Bishkek 720000 Kyrgyzstan",,9.96E+11,,42.870679,74.592627
9798533,Bai Terek,Arenas & Stadiums,Arenas & Stadiums,Chui,Chui,Bishkek,"5-I Microrayon, Bishkek 720000 Kyrgyzstan",http://www.tuk.kg/index.php,9.97E+11,,,
15056512,Revolution Militants Square,Points of Interest & Landmarks,Points of Interest & Landmarks,Chui,Chui,Bishkek,"100 Chuy Ave., Bishkek 720000 Kyrgyzstan",,,,,
9798296,Red Centre,Shopping Malls,Shopping Malls,Chui,Chui,Bishkek,"Shopokova, 121/1, Bishkek 720000 Kyrgyzstan",http://www.red.kg/,9.96E+11,,42.870679,74.594163
9798263,Korzinka,Shopping Malls,Shopping Malls,Chui,Chui,Bishkek,"Tynaliyeva, 3/2, Bishkek 720000 Kyrgyzstan",,,,42.84398,74.59284
15056697,Monument to the Soldiers of Batken,Points of Interest & LandmarksMonuments & Statues,Points of Interest & Landmarks Monuments & Statues,Chui,Chui,Bishkek,"Yakov Logvinenko St., Bishkek 720000 Kyrgyzstan",,,,42.865697,74.59903
15057984,Monument to MiG-,Points of Interest & LandmarksMonuments & Statues,Points of Interest & Landmarks Monuments & Statues,Chui,Chui,Bishkek,"114 Kiyevskaya St., Bishkek 720000 Kyrgyzstan",,,,,
15198311,Togolok Moldo Park,Parks,Parks,Chui,Chui,Bishkek,"Koyonkozov St., Bishkek 720000 Kyrgyzstan",,,,,
15056957,Molodaya Gvardiya Monument,Points of Interest & LandmarksMonuments & Statues,Points of Interest & Landmarks Monuments & Statues,Chui,Chui,Bishkek,"Jash Gvardiya Blvd., Bishkek 720000 Kyrgyzstan",,,,,
9798270,Korgonbek Uulu Saiid Moldo Mosque,Religious Sites,Religious Sites,Chui,Chui,Bishkek,"Shabdan Baatyra, 21B, Bishkek 720000 Kyrgyzstan",,,,42.850693,74.60551
15347811,Lake GES-,Bodies of Water,Bodies of Water,Chui,Chui,Bishkek,"Cholpon-Atinskaya / Obyezdnaya St., Bishkek 720000 Kyrgyzstan",,9.97E+11,,,
15057234,Kubanychbek Malikov Monument,Points of Interest & LandmarksMonuments & Statues,Points of Interest & Landmarks Monuments & Statues,Chui,Chui,Bishkek,"Erkindik Ave., 7, Bishkek 720000 Kyrgyzstan",,,,,
15056967,Talgat Begeldinov Monument,Points of Interest & LandmarksMonuments & Statues,Points of Interest & Landmarks Monuments & Statues,Chui,Chui,Bishkek,"Intersection of Moscow street / Molodaya Gvardia avenue, Bishkek 720000 Kyrgyzstan",,,,,
8411418,COSMOPARK,Bowling AlleysMovie Theaters,Bowling Alleys Movie Theaters Game & Entertainment Centers,Chui,Chui,Bishkek,,http://www.cosmopark.kg/,9.96E+11,,,
13131313,Mini-Zoopark Zhivaya Ekzotika,Zoos,Zoos,Chui,Chui,Bishkek,"Chuy Ave., 92, Bishkek 720000 Kyrgyzstan",http://exolife.asia/,9.96E+11,exolife.asia@gmail.com,42.870679,74.592627
15056497,Monument to Suimenkul Chokmorov,Points of Interest & LandmarksMonuments & Statues,Points of Interest & Landmarks Monuments & Statues,Chui,Chui,Bishkek,"Intersection of Chui Avenue and Tynystanov Street, Bishkek 720000 Kyrgyzstan",,,,,
11621137,Shifu Massage,Spas,Spas,Chui,Chui,Bishkek,"Moskovskaya St., 154-25, Bishkek 720000 Kyrgyzstan",https://www.facebook.com/shifumassage/,9.97E+11,,42.867355,74.592627
9820709,"""Uchur"" State Youth Theatre",Theaters,Theaters,Chui,Chui,Bishkek,"Toktonaliyeva St., 6G, Bishkek 720000 Kyrgyzstan",,9.96E+11,,42.847241,74.592627
10403759,Tumar Art Salon,Speciality & Gift Shops,Speciality & Gift Shops,Chui,chui,Bishkek,"Isanov St., 80-2, Bishkek 720000 Kyrgyzstan",http://www.tumar.com/,9.96E+11,,,
9798541,Taalai,Shopping Malls,Shopping Malls,Chui,chui,Bishkek,"Chui Ave, Bishkek 720000 Kyrgyzstan",,9.96E+11,,,
9798275,Futbolistan,Arenas & Stadiums,Arenas & Stadiums,Chui,chui,Bishkek,"Maksima Gorkogo, 136/2, Bishkek 720000 Kyrgyzstan",,9.97E+11,,42.870679,74.592627
7745327,Maple Leaf Golf & Country Club,Golf Courses,Golf Courses,Chui,Chui,Bishkek,,http://mapleleaf.vacau.com/,9.97E+11,,42.831251,74.674912
9798313,Ikhlyas Mosque,Religious SitesChurches & Cathedrals,Religious Sites Churches & Cathedrals,Chui,Chui,Bishkek,"Samarskiy Lane, 10A, Bishkek 720000 Kyrgyzstan",,,,42.879232,74.592627
7825751,Kyrgyz National Opera and Ballet Theatre of Abdylas Maldybayev,Theatre & Performances,Theatre & Performances,Chui,chui,Bishkek,"Abdrakhmanova St., 167, Bishkek 720000 Kyrgyzstan",http://www.operaballet.lg.kg/,9.96E+11,,,
11823472,Territoriya Spa,Spas,Spas,Chui,Chui,Bishkek,"Moskovskaya St., 184, Bishkek 720000 Kyrgyzstan",http://www.spa.kg/,9.96E+11,,42.871441,74.687667
12128388,Siam Massage,Spas,Spas,Chui,Chui,Bishkek,"Toktogula St., 124/1, Bishkek 720000 Kyrgyzstan",http://www.siam.kg/,9.97E+11,info@siam.kg,42.870679,74.592627
9821221,Kyrgyz State Philharmonic Hall,Concerts,Concerts,Chui,chui,Bishkek,"Chui Ave., 251, Bishkek 720000 Kyrgyzstan",,9.96E+11,,42.870679,74.592627
6781767,Raritet BookStore,Speciality & Gift Shops,Speciality & Gift Shops,Chui,Chui,Bishkek,"Pushkin 78 Ala Too Square, Bishkek 720000 Kyrgyzstan",,,,,
12249112,DIVISION Shooting range,Shooting Ranges,Shooting Ranges,Chui,chui,Bishkek,"Kulatova Str. 9/1 crossing Ibraimova Str., Bishkek 720000 Kyrgyzstan",http://www.facebook.com/division.kg,9.97E+11,,,
12272461,Galaxy Family Park,PlaygroundsGame & Entertainment Centers,Playgrounds Game & Entertainment Centers,Chui,Chui,Bishkek,"Chui Ave., 147/4, Bishkek 720000 Kyrgyzstan",http://www.galaxypark.kg/,9.96E+11,,,
